date,target,oil,gas,coal,corn,soybean,wheat,rice,usd_eur,usd_jpy,usd_cny,usd_index,usd_rub,cpi_china,cpi_us
13/06/1993,,17.66,2.178,,,,,,0.815,106.07,5.71,90.42,,44.16554824,144.3
20/06/1993,,17.56,2.255,,,,,,0.8418,109.55,5.7502,94.05,,44.16554824,144.3
27/06/1993,,17.45,2.157,,,,,,0.8509,106.25,5.7612,94.6,,44.16554824,144.3
04/07/1993,,16.74,2.104,,,,,,0.8509,108.55,5.7612,94.48,,43.85954048,144.5
11/07/1993,,16.65,2.153,,,,,,0.8675,109.94,5.7612,95.97,,43.85954048,144.5
18/07/1993,,16.31,2.067,,,,,,0.8747,107.53,5.7612,95.31,,43.85954048,144.5
25/07/1993,,16.69,2.121,,,,,,0.8728,106.95,5.7612,95.34,,43.85954048,144.5
01/08/1993,,16.75,2.220,,,,,,0.8882,105.05,5.7612,96.33,,44.79949824,144.8
08/08/1993,,16.40,2.203,,,,,,0.8737,104.44,5.7612,94.55,,44.79949824,144.8
15/08/1993,,17.04,2.295,,,,,,0.8832,101.97,5.7818,95.66,,44.79949824,144.8
22/08/1993,,17.09,2.460,,,,,,0.8599,104.4,5.7818,93.64,,44.79949824,144.8
29/08/1993,,17.46,2.447,,,,,,0.858,103.75,5.7818,93.47,,44.79949824,144.8
05/09/1993,,16.53,2.391,,,,,,0.8408,104.6,5.7868,92.09,,45.97549489,145
12/09/1993,,15.71,2.196,,,,,,0.824,106.02,5.7868,90.85,,45.97549489,145
19/09/1993,,16.13,2.165,,,,,,0.8277,104.44,5.7868,92.3,,45.97549489,145
26/09/1993,,16.29,2.257,,,,,,0.8455,105.95,5.7868,93.41,,45.97549489,145
03/10/1993,,17.30,2.277,,,,,,0.841,106,5.7868,93.52,,46.30958658,145.6
10/10/1993,,17.19,2.141,,,,,,0.8304,106.2,5.7868,92.24,,46.30958658,145.6
17/10/1993,,16.93,2.172,,,,,,0.8376,107.15,5.7868,93.22,,46.30958658,145.6
24/10/1993,,16.85,2.155,,,,,,0.8602,108.05,5.7841,95.1,,46.30958658,145.6
31/10/1993,,15.80,2.368,,,,,,0.8643,108.59,5.7868,95.7,,46.30958658,145.6
07/11/1993,,15.86,2.440,,,,,,0.8734,108.27,5.7868,95.26,,46.71099656,146
14/11/1993,,15.49,2.233,,,,,,0.874,105.8,5.7868,94.75,,46.71099656,146
21/11/1993,,15.79,2.385,,,,,,0.881,108.47,5.8122,96.49,,46.71099656,146
28/11/1993,,14.48,2.355,,,,,,0.8818,108.85,5.805,95.86,,46.71099656,146
05/12/1993,,14.08,2.153,,,,,,0.8849,108.59,5.805,96.16,,48.12293699,146.3
12/12/1993,,14.03,1.946,,,,,,0.8711,109.21,5.81,95.06,,48.12293699,146.3
19/12/1993,,13.56,2.105,,,,,,0.8745,110.19,5.81,96.52,,48.12293699,146.3
26/12/1993,,13.64,1.964,,,,,,0.8688,110.78,5.81,95.32,,48.12293699,146.3
02/01/1994,,13.20,1.997,,,,,,0.8894,111.82,5.8,97.46,,50.07108392,146.3
09/01/1994,,14.23,2.156,,,,,,0.8855,111.88,8.7058,96.7,,50.07108392,146.3
16/01/1994,,13.94,2.268,,,,,,0.8947,110.95,8.7109,97.31,,50.07108392,146.3
23/01/1994,,13.87,2.305,,,,,,0.892,111.6,8.7,97.17,,50.07108392,146.3
30/01/1994,,14.31,2.528,,,,,,0.882,109.81,8.7,96.55,,50.07108392,146.3
06/02/1994,,14.41,2.369,,,,,,0.8836,109.3,8.7131,97.17,,51.22790938,146.7
13/02/1994,,13.63,2.356,,,,,,0.8923,106.85,8.7183,96.93,,51.22790938,146.7
20/02/1994,,13.12,2.418,,,,,,0.8767,104.62,8.7152,94.68,,51.22790938,146.7
27/02/1994,,13.47,2.292,,,,,,0.872,104.85,8.6947,94.86,,51.22790938,146.7
06/03/1994,,13.45,2.188,,,,,,0.8786,105.57,8.7189,95.25,,51.83726868,147.1
13/03/1994,,13.65,2.096,,,,,,0.8596,105.02,8.7129,93.91,,51.83726868,147.1
20/03/1994,,13.63,2.103,,,,,,0.8687,106.15,8.711,95.2,,51.83726868,147.1
27/03/1994,,14.11,2.072,,,,,,0.8556,104.85,8.7142,94.01,,51.83726868,147.1
03/04/1994,,13.25,2.075,,,,,,0.852,103.67,8.708,93.57,,53.03002974,147.2
10/04/1994,,14.36,2.066,,,,,,0.872,105.28,8.708,95.51,,53.03002974,147.2
17/04/1994,,15.12,2.187,,,,,,0.8723,103.53,8.7129,95.25,,53.03002974,147.2
24/04/1994,,15.74,2.076,,,,,,0.8633,103.2,8.6925,94.22,,53.03002974,147.2
01/05/1994,,15.69,2.067,,,,,,0.8446,101.6,8.6847,92.26,,53.64703497,147.5
08/05/1994,,16.28,2.037,,,,,,0.8505,102.41,8.6664,92.87,,53.64703497,147.5
15/05/1994,,16.59,1.923,,,,,,0.8508,105.1,8.661,93.4,,53.64703497,147.5
22/05/1994,,16.55,1.904,,,,,,0.8401,104.2,8.6602,92.3,,53.64703497,147.5
29/05/1994,,16.39,1.842,,,,,,0.84,104.28,8.6598,92.35,,53.64703497,147.5
05/06/1994,,16.37,1.965,,,,,,0.8515,105.4,8.6591,93.48,,54.14696206,147.9
12/06/1994,,16.39,2.134,,,,,,0.8501,103.53,8.6583,92.99,,54.14696206,147.9
19/06/1994,,17.41,2.085,,,,,,0.8352,102.77,8.6571,91.14,,54.14696206,147.9
26/06/1994,,17.38,2.134,,,,,,0.8188,100.5,8.6544,89.94,,54.14696206,147.9
03/07/1994,,17.57,2.216,,,,,,0.8186,98.75,8.6501,90.15,,54.38582977,148.4
10/07/1994,,17.37,2.023,,,,,,0.8087,98.07,8.6474,89.05,,54.38582977,148.4
17/07/1994,,17.77,1.948,,,,,,0.7981,97.85,8.6429,88.48,,54.38582977,148.4
24/07/1994,,17.84,1.789,,,,,,0.8173,98.95,8.6335,90.45,,54.38582977,148.4
31/07/1994,,18.59,1.893,,,,,,0.8156,100.09,8.6197,90.09,,54.38582977,148.4
07/08/1994,,17.86,1.719,,,,,,0.8119,100.25,8.6055,89.82,,56.35776843,149
14/08/1994,,16.95,1.720,,,,,,0.8035,100.15,8.5938,89.07,,56.35776843,149
21/08/1994,,16.30,1.674,,,,,,0.7945,98.7,8.5801,88.12,,56.35776843,149
28/08/1994,,16.04,1.617,,,,,,0.8047,100.41,8.5675,89.7,,56.35776843,149
04/09/1994,,16.32,1.560,,,,,,0.8014,99.12,8.554,88.63,,58.52680542,149.3
11/09/1994,,16.22,1.638,,,,,,0.7942,99.19,8.5422,87.97,,58.52680542,149.3
18/09/1994,,15.79,1.628,,,,,,0.7908,98.95,8.5352,87.57,2.299,58.52680542,149.3
25/09/1994,,16.66,1.406,,,,,,0.7937,97.9,8.532,87.76,2.43,58.52680542,149.3
02/10/1994,,17.15,1.657,,,,,,0.7961,99.25,8.53,88.01,2.673,59.13734135,149.4
09/10/1994,,16.93,1.624,,,,,,0.7922,100.6,8.53,88.02,2.925,59.13734135,149.4
16/10/1994,,15.81,1.632,,,,,,0.7823,98.23,8.5297,86.78,3.046,59.13734135,149.4
23/10/1994,,16.26,1.597,,,,,,0.7707,97.2,8.5295,85.7,3.045,59.13734135,149.4
30/10/1994,,17.01,1.992,,,,,,0.7769,97.35,8.5266,86.13,3.079,59.13734135,149.4
06/11/1994,,17.74,1.856,,,,,,0.7859,97.47,8.5238,86.52,3.092,59.55652044,149.8
13/11/1994,,17.46,1.741,,,,,,0.7879,97.72,8.518,87.18,3.122,59.55652044,149.8
20/11/1994,,16.72,1.685,,,,,,0.8011,98.57,8.5136,88.46,3.155,59.55652044,149.8
27/11/1994,,17.16,1.875,,,,,,0.8052,98.78,8.5105,88.82,3.242,59.55652044,149.8
04/12/1994,,16.19,1.635,,,,,,0.8134,100.55,8.5079,89.58,3.271,60.39428539,150.1
11/12/1994,,16.26,1.842,,,,,,0.8143,100.12,8.4992,89.62,3.335,60.39428539,150.1
18/12/1994,,15.88,1.685,,,,,,0.8128,100.22,8.4835,89.6,3.401,60.39428539,150.1
25/12/1994,,15.92,1.571,,,,,,0.8162,100.12,8.4626,90.02,3.505,60.39428539,150.1
01/01/1995,,16.50,1.725,,,,,,0.8027,99.75,8.4462,88.69,3.585,62.13821508,150.5
08/01/1995,,16.50,1.499,,,,,,0.8079,101.32,8.4426,89.71,3.745,62.13821508,150.5
15/01/1995,,16.38,1.323,,,,,,0.7976,98.6,8.4411,88.25,3.877,62.13821508,150.5
22/01/1995,,16.87,1.425,,,,,,0.7852,99.42,8.4402,87.46,4.005,62.13821508,150.5
29/01/1995,,16.39,1.391,,,,,,0.7876,99.39,8.4384,87.67,4.057,62.13821508,150.5
05/02/1995,,17.20,1.482,,,,,,0.7939,99.85,8.4384,88.23,4.128,62.70296067,150.9
12/02/1995,,17.33,1.470,,,,,,0.7927,98.94,8.436,87.8,4.185,62.70296067,150.9
19/02/1995,,17.14,1.419,,,,,,0.778,97.29,8.4352,86.44,4.35,62.70296067,150.9
26/02/1995,,17.08,1.469,,,,,,0.7767,97,8.432,85.85,4.449,62.70296067,150.9
05/03/1995,,16.87,1.448,,,,,,0.7597,94.15,8.4294,84.3,4.594,62.87860713,151.2
12/03/1995,,16.46,1.463,,,,,,0.757,90.95,8.4261,84.3,4.684,62.87860713,151.2
19/03/1995,,16.63,1.566,,,,,,0.7489,89.12,8.4273,83.68,4.806,62.87860713,151.2
26/03/1995,,17.12,1.566,,,,,,0.7568,89,8.4276,84.17,4.866,62.87860713,151.2
02/04/1995,,17.50,1.685,,,,,,0.7345,86.65,8.4264,82.08,4.917,64.00724579,151.8
09/04/1995,,18.23,1.623,,,,,,0.738,83.95,8.4251,81.62,4.96,64.00724579,151.8
16/04/1995,,17.62,1.619,,,,,,0.7414,83.34,8.4241,81.87,5.042,64.00724579,151.8
23/04/1995,,18.79,1.672,,,,,,0.7401,82.57,8.423,81.54,5.064,64.00724579,151.8
30/04/1995,,19.06,1.662,,,,,,0.7396,84.3,8.4074,81.92,5.12,64.00724579,151.8
07/05/1995,,19.00,1.651,,,,,,0.7327,83.97,8.3442,81.39,5.115,64.53738318,152.1
14/05/1995,,18.52,1.662,,,,,,0.7622,86.75,8.2828,84.16,5.056,64.53738318,152.1
21/05/1995,,18.39,1.741,,,,,,0.7635,86.91,8.2932,84.38,5.027,64.53738318,152.1
28/05/1995,,17.36,1.769,,,,,,0.735,82.83,8.3063,81.1,5.026,64.53738318,152.1
04/06/1995,,17.94,1.688,,,,,,0.7446,84.32,8.3018,82.56,4.911,64.00170862,152.4
11/06/1995,,17.69,1.704,,,,,,0.741,84.34,8.3,82.26,4.86,64.00170862,152.4
18/06/1995,,17.34,1.628,,,,,,0.7426,84.69,8.3004,82.15,4.637,64.00170862,152.4
25/06/1995,,16.45,1.532,,,,,,0.7344,84.35,8.3015,81.61,4.525,64.00170862,152.4
02/07/1995,,16.38,1.530,,,,,,0.735,84.65,8.3011,81.73,4.537,63.468264,152.6
09/07/1995,,16.05,1.500,,,,,,0.7361,86.75,8.3,82.03,4.546,63.468264,152.6
16/07/1995,,16.06,1.512,,,,,,0.7341,87.85,8.3011,82.04,4.547,63.468264,152.6
23/07/1995,,15.59,1.438,,,,,,0.7315,88.52,8.3002,81.9,4.513,63.468264,152.6
30/07/1995,,16.01,1.523,,,,,,0.7262,88.15,8.3003,81.54,4.435,63.468264,152.6
06/08/1995,,16.23,1.456,,,,,,0.7302,91.4,8.3002,82.18,4.407,64.52964495,152.9
13/08/1995,,16.26,1.503,,,,,,0.7494,94,8.3025,84.3,4.385,64.52964495,152.9
20/08/1995,,16.04,1.577,,,,,,0.7669,97.45,8.3117,86.09,4.412,64.52964495,152.9
27/08/1995,,16.17,1.694,,,,,,0.7707,96.68,8.3153,85.75,4.457,64.52964495,152.9
03/09/1995,,16.43,1.740,,,,,,0.7659,97.38,8.3192,85.5,4.436,66.2523433,153.1
10/09/1995,,16.74,1.642,,,,,,0.7716,99.72,8.3171,86.04,4.464,66.2523433,153.1
17/09/1995,,16.80,1.658,,,,,,0.775,104.15,8.3194,86.98,4.456,66.2523433,153.1
24/09/1995,,15.96,1.644,,,,,,0.7466,100.07,8.3194,84.41,4.484,66.2523433,153.1
01/10/1995,,16.12,1.750,,,,,,0.7483,99.85,8.3185,84.44,4.497,66.29296002,153.5
08/10/1995,,15.76,1.802,,,,,,0.7523,100.45,8.3174,84.43,4.492,66.29296002,153.5
15/10/1995,,16.23,1.750,,,,,,0.7508,100.97,8.3142,84.5,4.512,66.29296002,153.5
22/10/1995,,15.88,1.754,,,,,,0.7388,100.3,8.3144,83.65,4.504,66.29296002,153.5
29/10/1995,,16.28,1.839,,,,,,0.7378,101.83,8.3144,83.91,4.515,66.29296002,153.5
05/11/1995,,16.63,1.833,,,,,,0.7428,103.85,8.3147,84.2,4.526,66.22685146,153.7
12/11/1995,,16.58,1.901,,,,,,0.7414,100.85,8.314,83.93,4.522,66.22685146,153.7
19/11/1995,,16.93,2.024,,,,,,0.7374,102.15,8.3132,83.88,4.565,66.22685146,153.7
26/11/1995,,16.79,2.113,,,,,,0.7419,101.5,8.3122,84.05,4.583,66.22685146,153.7
03/12/1995,,17.25,2.069,,,,,,0.7559,101.15,8.3127,85.29,4.584,66.49410819,153.9
10/12/1995,,17.76,2.216,,,,,,0.7559,101.23,8.3138,85.26,4.615,66.49410819,153.9
17/12/1995,,17.83,2.364,,,,,,0.7539,102.05,8.3171,85.12,4.644,66.49410819,153.9
24/12/1995,,17.82,2.368,,,,,,0.7516,102.29,8.3174,84.73,4.654,66.49410819,153.9
31/12/1995,,18.33,2.619,,,,,,0.7467,103.4,8.3174,84.83,4.665,66.49410819,153.9
07/01/1996,,19.05,2.916,,,,,,0.764,105.41,8.3204,85.12,4.674,67.73065438,154.7
14/01/1996,,17.41,2.317,,,,,,0.7653,105.25,8.3204,85.14,4.675,67.73065438,154.7
21/01/1996,,17.12,2.168,,,,,,0.7853,105.34,8.3178,86.8,4.697,67.73065438,154.7
28/01/1996,,16.49,2.126,,,,,,0.796,106.65,8.3157,87.67,4.736,67.73065438,154.7
04/02/1996,,16.71,2.467,,,,,,0.7895,106.45,8.3127,86.97,4.736,68.53433603,155
11/02/1996,,16.78,2.551,,,,,,0.7852,107.03,8.3094,86.88,4.758,68.53433603,155
18/02/1996,,17.10,2.441,,,,,,0.7784,105.2,8.3136,86.07,4.774,68.53433603,155
25/02/1996,,17.55,2.746,,,,,,0.7717,104.85,8.3152,85.4,4.808,68.53433603,155
03/03/1996,,17.76,2.156,,,,,,0.7821,105.35,8.3211,86.56,4.84,69.04071059,155.5
10/03/1996,,18.19,2.095,,,,,,0.7847,105.75,8.3239,86.92,4.833,69.04071059,155.5
17/03/1996,,18.18,2.333,,,,,,0.7805,105.8,8.3317,86.22,4.827,69.04071059,155.5
24/03/1996,,19.62,2.863,,,,,,0.7815,106.85,8.3333,86.45,4.853,69.04071059,155.5
31/03/1996,,19.41,2.336,,,,,,0.7807,107.19,8.3338,86.44,4.864,69.04071059,155.5
07/04/1996,,20.25,2.335,,,,,,0.782,107.66,8.3311,86.59,4.891,70.21594913,156.1
14/04/1996,,21.75,2.411,,,,,,0.7902,108.67,8.3322,87.53,4.915,70.21594913,156.1
21/04/1996,,18.53,2.361,,,,,,0.7924,107.35,8.3306,87.61,4.934,70.21594913,156.1
28/04/1996,,19.80,2.207,,,,,,0.7989,105.45,8.33,87.83,4.95,70.21594913,156.1
05/05/1996,,19.17,2.131,,,,,,0.7986,105.05,8.33,87.86,4.965,70.2812101,156.4
12/05/1996,,19.05,2.204,,,,,,0.7994,105.48,8.3302,87.92,4.976,70.2812101,156.4
19/05/1996,,17.54,2.284,,,,,,0.799,106.81,8.3293,88.24,5.002,70.2812101,156.4
26/05/1996,,19.10,2.361,,,,,,0.8037,107.9,8.3267,88.84,5.018,70.2812101,156.4
02/06/1996,,17.80,2.406,,,,,,0.7956,108.08,8.3255,87.8,5.037,69.50585616,156.7
09/06/1996,,18.28,2.395,,,,,,0.8003,109.31,8.3237,88.46,5.064,69.50585616,156.7
16/06/1996,,17.85,2.509,,,,,,0.796,109.23,8.3217,88.12,5.072,69.50585616,156.7
23/06/1996,,18.06,2.640,,,,,,0.7968,109.16,8.3203,88.18,5.072,69.50585616,156.7
30/06/1996,,18.91,2.911,,,,,,0.7927,109.72,8.3221,87.65,5.117,69.50585616,156.7
07/07/1996,,19.74,2.841,,,,,,0.7941,110.81,8.32,88,5.133,68.73612958,157
14/07/1996,,20.01,2.761,,,,,,0.7928,110.91,8.3159,87.93,5.133,68.73612958,157
21/07/1996,,19.22,2.359,,,,,,0.7772,107.82,8.3152,86.38,5.168,68.73612958,157
28/07/1996,,18.72,2.192,,,,,,0.7764,108.34,8.3114,86.35,5.186,68.73612958,157
04/08/1996,,19.59,2.315,,,,,,0.774,106.81,8.3104,86.04,5.234,69.75654646,157.2
11/08/1996,,19.93,2.103,,,,,,0.7754,108.22,8.309,86.34,5.28,69.75654646,157.2
18/08/1996,,20.53,2.140,,,,,,0.7805,107.72,8.3069,86.69,5.304,69.75654646,157.2
25/08/1996,,20.41,1.950,,,,,,0.7763,108.12,8.3071,86.1,5.338,69.75654646,157.2
01/09/1996,,20.78,1.859,,,,,,0.7738,108.95,8.3063,86.34,5.364,71.15501703,157.7
08/09/1996,,22.54,1.863,,,,,,0.7783,109.22,8.3057,86.84,5.376,71.15501703,157.7
15/09/1996,,24.12,1.864,,,,,,0.7888,110.41,8.305,87.72,5.386,71.15501703,157.7
22/09/1996,,21.99,1.965,,,,,,0.7874,110,8.303,87.3,5.401,71.15501703,157.7
29/09/1996,,23.47,2.181,,,,,,0.7903,110.84,8.3017,87.6,5.399,71.15501703,157.7
06/10/1996,,23.85,2.396,,,,,,0.7926,111.85,8.3007,87.93,5.421,70.9334675,158.2
13/10/1996,,23.98,2.347,,,,,,0.7914,111.57,8.2993,87.78,5.436,70.9334675,158.2
20/10/1996,,24.53,2.400,,,,,,0.7955,112.45,8.2978,88.23,5.439,70.9334675,158.2
27/10/1996,,24.22,2.652,,,,,,0.7869,113.43,8.3,87.45,5.457,70.9334675,158.2
03/11/1996,,22.50,2.662,,,,,,0.7835,113.38,8.2985,87.09,5.463,70.79650373,158.7
10/11/1996,,22.98,2.669,,,,,,0.7795,111.78,8.297,86.49,5.474,70.79650373,158.7
17/11/1996,,23.30,2.908,,,,,,0.7795,111.03,8.3,86.57,5.489,70.79650373,158.7
24/11/1996,,23.03,3.437,,,,,,0.777,111.44,8.3017,86.48,5.499,70.79650373,158.7
01/12/1996,,22.77,3.497,,,,,,0.7919,113.86,8.3012,87.88,5.516,71.14869567,159.1
08/12/1996,,24.54,3.487,,,,,,0.7945,112.91,8.3002,88.4,5.526,71.14869567,159.1
15/12/1996,,23.53,3.851,,,,,,0.7974,113.93,8.299,88.67,5.539,71.14869567,159.1
22/12/1996,,23.46,4.573,,,,,,0.7998,114.28,8.297,88.44,5.554,71.14869567,159.1
29/12/1996,,23.42,2.984,,,,,,0.7998,115.3,8.2982,88.49,5.569,71.14869567,159.1
05/01/1997,,24.12,3.106,,,,,,0.8023,116.33,8.2983,89.11,5.591,71.72676317,159.4
12/01/1997,,24.34,3.316,,,,,,0.8117,116.1,8.2967,89.58,5.599,71.72676317,159.4
19/01/1997,,22.54,3.257,,,,,,0.8254,117.32,8.2956,90.7,5.611,71.72676317,159.4
26/01/1997,,22.26,2.824,,,,,,0.8355,118.93,8.2951,92.05,5.625,71.72676317,159.4
02/02/1997,,22.52,2.385,,,,,,0.8419,121.43,8.2934,92.92,5.635,72.37225887,159.7
09/02/1997,,20.95,2.182,,,,,,0.8536,122.95,8.2916,93.63,5.645,72.37225887,159.7
16/02/1997,,20.49,1.966,,,,,,0.8653,124.35,8.2925,94.87,5.653,72.37225887,159.7
23/02/1997,,19.79,1.936,,,,,,0.8655,123.3,8.2941,95,5.669,72.37225887,159.7
02/03/1997,,18.85,1.821,,,,,,0.8682,120.12,8.2954,94.9,5.684,71.80233896,159.8
09/03/1997,153,19.86,1.947,,,,,,0.8801,121.93,8.2957,96.14,5.696,71.80233896,159.8
16/03/1997,146,20.14,1.960,,,,,,0.8715,123.45,8.2955,95.6,5.704,71.80233896,159.8
23/03/1997,146,19.99,1.840,,,,,,0.8656,122.78,8.2956,95.04,5.71,71.80233896,159.8
30/03/1997,139,19.38,1.928,,,,,,0.8611,124.1,8.2964,94.38,5.728,71.80233896,159.8
06/04/1997,134,17.68,1.942,,,,,,0.861,124.29,8.2968,94.92,5.736,72.46285949,159.9
13/04/1997,135,17.88,1.933,,,,,,0.8806,126.15,8.2969,96.39,5.748,72.46285949,159.9
20/04/1997,133,17.92,2.081,,,,,,0.8766,125.85,8.2951,96.05,5.748,72.46285949,159.9
27/04/1997,133,18.27,2.126,,,,,,0.8846,126.28,8.2943,96.9,5.741,72.46285949,159.9
04/05/1997,135,17.97,2.267,,,,,,0.885,126.7,8.2945,96.86,5.76,72.24908413,159.9
11/05/1997,133,18.93,2.242,,,,,,0.8674,120.05,8.2931,94.81,5.755,72.24908413,159.9
18/05/1997,136,20.35,2.249,,,,,,0.8666,115.8,8.2918,94.11,5.761,72.24908413,159.9
25/05/1997,136,20.00,2.285,,,,,,0.8663,115.55,8.2923,94.12,5.755,72.24908413,159.9
01/06/1997,,19.40,2.239,,,,,,0.8745,116.2,8.2921,94.77,5.768,71.45201975,160.2
08/06/1997,134,17.70,2.188,,,,,,0.8849,114.25,8.2932,95.45,5.758,71.45201975,160.2
15/06/1997,133,17.69,2.149,,,,,,0.8886,114.87,8.293,95.83,5.763,71.45201975,160.2
22/06/1997,133,17.67,2.235,,,,,,0.8833,114.95,8.2915,94.97,5.761,71.45201975,160.2
29/06/1997,133,18.18,2.139,,,,,,0.8865,114.6,8.2908,95.31,5.767,71.45201975,160.2
06/07/1997,133,18.06,2.103,,,,,,0.8926,114.25,8.2917,95.35,5.788,70.59200537,160.4
13/07/1997,134,18.09,2.094,,,,,,0.9032,114.25,8.2906,96.08,5.777,70.59200537,160.4
20/07/1997,131,18.12,2.168,,,,,,0.911,115.5,8.2915,97.19,5.788,70.59200537,160.4
27/07/1997,131,18.53,2.146,,,,,,0.9327,116.91,8.2905,99.16,5.799,70.59200537,160.4
03/08/1997,131,18.95,2.239,,,,,,0.9448,118.43,8.2903,100.38,5.801,71.0819206,160.8
10/08/1997,131,18.48,2.503,,,,,,0.9416,114.6,8.2897,99.7,5.808,71.0819206,160.8
17/08/1997,132,18.99,2.432,,,,,,0.9265,117.4,8.2889,99.31,5.815,71.0819206,160.8
24/08/1997,135,18.54,2.453,,,,,,0.9259,118.41,8.289,98.9,5.826,71.0819206,160.8
31/08/1997,138,18.51,2.714,,,,,,0.9191,120.88,8.2884,99,5.839,71.0819206,160.8
07/09/1997,146,18.47,2.697,,,,,,0.9201,121.18,8.2884,98.8,5.841,72.43580704,161.2
14/09/1997,145,18.26,2.795,,,,,,0.9032,121,8.2881,97.62,5.853,72.43580704,161.2
21/09/1997,138,18.40,2.837,,,,,,0.904,122.16,8.2864,97.65,5.862,72.43580704,161.2
28/09/1997,139,19.56,3.346,,,,,,0.899,121.2,8.285,97.02,5.866,72.43580704,161.2
05/10/1997,139,21.61,3.125,,,,,,0.8981,122.06,8.2849,97.01,5.878,71.99746944,161.5
12/10/1997,135,20.73,3.082,,,,,,0.8938,120.1,8.2835,96.48,5.87,71.99746944,161.5
19/10/1997,135,19.75,3.288,,,,,,0.9009,120.75,8.2839,97.41,5.864,71.99746944,161.5
26/10/1997,132,19.89,3.548,,,,,,0.9036,122.13,8.2833,97.7,5.869,71.99746944,161.5
02/11/1997,130,20.02,3.552,,,,,,0.8767,120.4,8.2834,95.4,5.897,71.57526565,161.7
09/11/1997,127,19.79,3.256,,,,,,0.8677,124.35,8.2817,95.13,5.908,71.57526565,161.7
16/11/1997,124,20.05,3.029,,,,,,0.8782,125.4,8.2806,95.97,5.909,71.57526565,161.7
23/11/1997,113,18.88,2.762,,,,,,0.8842,126.5,8.2802,96.55,5.912,71.57526565,161.7
30/11/1997,109,18.94,2.578,,,,,,0.8949,127.88,8.2796,97.81,5.933,71.57526565,161.7
07/12/1997,103,18.13,2.453,,,,,,0.9042,130.27,8.28,98.85,5.925,71.43329102,161.8
14/12/1997,101,17.31,2.357,,,,,,0.9018,130.35,8.2793,98.73,5.928,71.43329102,161.8
21/12/1997,96,17.53,2.471,,,,,,0.9001,129.28,8.2797,98.3,5.925,71.43329102,161.8
28/12/1997,96,17.33,2.252,,,,,,0.9008,130.43,8.2793,98.33,5.976,71.43329102,161.8
04/01/1998,,16.42,2.153,,,,,,0.9166,132.41,8.2796,100.04,5.96,71.94194343,162
11/01/1998,96,15.50,2.046,,,,,,0.9262,132.03,8.2796,100.9,6,71.94194343,162
18/01/1998,94,15.47,2.176,,,,,,0.9303,129.25,8.2789,100.86,6.027,71.94194343,162
25/01/1998,89,14.74,2.117,,,,,,0.9058,125.6,8.2782,98.28,6.045,71.94194343,162
01/02/1998,90,15.96,2.257,,,,,,0.931,127.03,8.2785,100.68,6.043,72.29988673,162
08/02/1998,89,15.30,2.359,,,,,,0.9169,123.88,8.2785,99.47,6.059,72.29988673,162
15/02/1998,99,14.85,2.208,,,,,,0.9262,125.19,8.2796,100.04,6.046,72.29988673,162
22/02/1998,99,14.67,2.198,,,,,,0.9258,127.83,8.2792,100.3,6.05,72.29988673,162
01/03/1998,102,14.17,2.321,,,,,,0.9233,126.12,8.2789,99.76,6.049,72.30495537,162
08/03/1998,104,13.59,2.129,,,,,,0.9309,127.69,8.2788,100.74,6.067,72.30495537,162
15/03/1998,111,12.76,2.137,,,,,,0.9223,127.85,8.2794,99.81,6.069,72.30495537,162
22/03/1998,114,13.22,2.343,,,,,,0.9293,130.45,8.2791,100.34,6.077,72.30495537,162
29/03/1998,116,15.40,2.300,,,,,,0.9267,130.32,8.2792,100.14,6.09,72.30495537,162
05/04/1998,123,14.41,2.556,,,,,,0.9374,135.18,8.2797,101.66,6.13,72.24547042,162.2
12/04/1998,125,14.00,2.657,,,,,,0.924,128.67,8.2795,100.22,6.133,72.24547042,162.2
19/04/1998,128,14.36,2.475,,,,,,0.9177,131.75,8.2794,99.73,6.143,72.24547042,162.2
26/04/1998,139,13.90,2.342,,,,,,0.912,131.16,8.2786,99.27,6.12,72.24547042,162.2
03/05/1998,140,15.13,2.202,,,,,,0.9058,133.43,8.2779,99.12,6.133,71.52659364,162.6
10/05/1998,142,14.69,2.167,,,,,,0.9016,132.88,8.2788,98.9,6.124,71.52659364,162.6
17/05/1998,142,14.40,2.178,,,,,,0.9085,134.47,8.279,99.87,6.179,71.52659364,162.6
24/05/1998,,14.06,2.094,,,,,,0.8956,135.85,8.2796,99.04,6.154,71.52659364,162.6
31/05/1998,133,14.37,2.170,,,,,,0.9089,138.8,8.2793,100.43,6.169,71.52659364,162.6
07/06/1998,131,14.60,2.027,,,,,,0.9032,139.9,8.2794,100.17,6.181,70.52314337,162.8
14/06/1998,131,12.41,2.035,,,,,,0.9181,144.2,8.2799,101.93,6.21,70.52314337,162.8
21/06/1998,124,12.85,2.284,,,,,,0.9076,137.11,8.2796,99.83,6.212,70.52314337,162.8
28/06/1998,117,13.21,2.358,,,,,,0.9193,142.15,8.2797,101.36,6.226,70.52314337,162.8
05/07/1998,112,13.55,2.439,,,,,,0.9241,139.43,8.2798,101.74,6.232,69.60371732,163.2
12/07/1998,112,12.86,2.309,,,,,,0.9238,141.38,8.2797,101.91,6.244,69.60371732,163.2
19/07/1998,106,12.80,2.165,,,,,,0.9093,139.65,8.2797,100.36,6.208,69.60371732,163.2
26/07/1998,103,12.83,2.031,,,,,,0.9052,141.7,8.2796,100.57,6.27,69.60371732,163.2
