date,target,oil,gas,coal,corn,soybean,wheat,rice,usd_eur,usd_jpy,usd_cny,usd_index,usd_rub,cpi_china,cpi_us
02/08/1998,103,13.09,1.844,,,,,,0.9053,144.8,8.2799,101.09,6.281,70.08677361,163.4
09/08/1998,103,12.59,1.833,,,,,,0.9039,146.22,8.2801,101.42,6.288,70.08677361,163.4
16/08/1998,102,12.05,1.877,,,,,,0.9158,146.45,8.2799,102.35,6.38,70.08677361,163.4
23/08/1998,102,12.27,1.947,,,,,,0.9146,144.61,8.28,102.15,7.2,70.08677361,163.4
30/08/1998,93,12.56,1.664,,,,,,0.9016,141.8,8.28,99.94,11.5,70.08677361,163.4
06/09/1998,98,13.31,1.783,,,,,,0.8827,133.75,8.2796,98.14,19.775,71.34927032,163.5
13/09/1998,101,12.93,1.878,,,,,,0.8628,130.95,8.279,96.54,12.25,71.34927032,163.5
20/09/1998,106,14.17,2.260,,,,,,0.8625,132.68,8.2782,96.52,18.25,71.34927032,163.5
27/09/1998,104,14.43,2.181,,,,,,0.854,136.16,8.2782,96.29,16.12,71.34927032,163.5
04/10/1998,104,14.36,2.432,,,,,,0.8366,135.55,8.278,95.37,15.986,71.20549694,163.9
11/10/1998,105,13.27,2.191,,,,,,0.8304,116.65,8.2777,93.1,16.45,71.20549694,163.9
18/10/1998,108,13.13,2.109,,,,,,0.8261,115.27,8.2776,92.17,16.975,71.20549694,163.9
25/10/1998,108,12.76,2.164,,,,,,0.8341,118.07,8.2778,93.1,16.9,71.20549694,163.9
01/11/1998,107,13.22,2.275,,,,,,0.8441,115.85,8.2778,93.62,16.7,70.71636237,164.1
08/11/1998,107,12.35,2.553,,,,,,0.8507,119.1,8.2779,94.84,16.15,70.71636237,164.1
15/11/1998,106,12.44,2.459,,,,,,0.8603,122.81,8.278,95.67,18.2,70.71636237,164.1
22/11/1998,105,11.68,2.163,,,,,,0.8623,120.4,8.2777,95.84,17.335,70.71636237,164.1
29/11/1998,99,11.14,2.196,,,,,,0.8721,123.04,8.2782,96.9,18.1,70.71636237,164.1
06/12/1998,99,10.19,1.978,,,,,,0.8551,118.71,8.2777,94.88,20.95,70.71895798,164.4
13/12/1998,94,9.82,1.858,,,,,,0.8429,116.57,8.2774,93.46,21.35,70.71895798,164.4
20/12/1998,91,9.98,2.074,,,,,,0.8495,116.13,8.2777,93.95,21.9,70.71895798,164.4
27/12/1998,89,10.11,1.881,,,,,,0.857,116.57,8.2785,94.72,21.15,70.71895798,164.4
03/01/1999,76,10.53,1.945,,,,,,0.8526,113.25,8.2789,93.96,21.55,71.07864015,164.7
10/01/1999,,11.73,1.830,,,,,,0.8639,111.03,8.2796,94.22,23.325,71.07864015,164.7
17/01/1999,69,10.79,1.796,,,,,,0.8652,114.02,8.279,94.69,22.925,71.07864015,164.7
24/01/1999,66,11.10,1.778,,,,,,0.8628,114.47,8.2787,94.65,23.3,71.07864015,164.7
31/01/1999,64,11.35,1.777,,,,,,0.8799,116.25,8.2778,96.04,23.1,71.07864015,164.7
07/02/1999,57,10.41,1.800,,,,,,0.8875,113.22,8.2776,96.14,23.25,71.35998815,164.7
14/02/1999,58,10.43,1.807,,,,,,0.8845,114.1,8.2785,96.28,23.115,71.35998815,164.7
21/02/1999,63,10.40,1.745,,,,,,0.9028,121.08,8.2787,98.34,23.1,71.35998815,164.7
28/02/1999,71,10.88,1.628,,,,,,0.907,118.97,8.279,98.69,23.1,71.35998815,164.7
07/03/1999,82,11.56,1.853,,,,,,0.9232,122.8,8.2784,100.27,23.405,71.00346596,164.8
14/03/1999,92,12.56,1.759,,,,,,0.9164,118.75,8.2789,99.13,23.5,71.00346596,164.8
21/03/1999,97,13.45,1.699,,,,,,0.9178,117.15,8.2793,98.87,24.15,71.00346596,164.8
28/03/1999,99,14.41,1.854,,,,,,0.9285,120.25,8.28,99.99,26.7,71.00346596,164.8
04/04/1999,100,14.72,2.038,,,,,,0.9264,120.78,8.2794,99.89,26.25,70.65606999,165.9
11/04/1999,,14.86,2.096,,,,,,0.9255,120.9,8.2797,99.92,26.25,70.65606999,165.9
18/04/1999,91,15.69,2.124,,,,,,0.9336,117.77,8.2787,99.86,25.6,70.65606999,165.9
25/04/1999,87,15.89,2.226,,,,,,0.9429,119.25,8.2784,100.74,25.025,70.65606999,165.9
02/05/1999,87,16.57,2.253,,,,,,0.9461,119.5,8.279,100.89,24.75,69.95300857,166
09/05/1999,87,16.41,2.273,,,,,,0.9297,120.81,8.2783,99.85,24.265,69.95300857,166
16/05/1999,84,16.21,2.288,,,,,,0.9383,122.85,8.2784,100.79,25.38,69.95300857,166
23/05/1999,82,15.58,2.225,,,,,,0.9443,123.97,8.278,101.59,24.815,69.95300857,166
30/05/1999,82,15.20,2.358,,,,,,0.9588,121.48,8.2786,102.51,24.73,69.95300857,166
06/06/1999,78,15.58,2.437,,,,,,0.9637,122.2,8.2781,102.68,24.59,69.04215776,166
13/06/1999,75,16.73,2.378,,,,,,0.9511,117.94,8.2777,101.02,24.435,69.04215776,166
20/06/1999,68,16.50,2.308,,,,,,0.962,120.43,8.2774,102,24.45,69.04215776,166
27/06/1999,64,16.62,2.258,,,,,,0.9588,121.4,8.2775,101.91,24.45,69.04215776,166
04/07/1999,66,17.66,2.287,,,,,,0.9758,120.97,8.2785,103.21,24.57,68.62926479,166.7
11/07/1999,73,18.51,2.163,,,,,,0.9804,122.37,8.2777,104.19,24.51,68.62926479,166.7
18/07/1999,79,19.35,2.187,,,,,,0.9804,120.99,8.2773,103.88,24.42,68.62926479,166.7
25/07/1999,84,19.53,2.528,,,,,,0.951,116.52,8.2772,101.34,24.4,68.62926479,166.7
01/08/1999,87,19.37,2.543,,,,,,0.9339,114.55,8.2774,99.54,24.245,69.17564592,167.1
08/08/1999,89,20.06,2.698,,,,,,0.9317,114.84,8.2773,99.38,24.91,69.17564592,167.1
15/08/1999,89,20.69,2.745,,,,,,0.9465,115.76,8.277,100.58,25.05,69.17564592,167.1
22/08/1999,86,20.99,2.938,,,,,,0.9367,111.25,8.2774,99.46,24.93,69.17564592,167.1
29/08/1999,87,20.76,2.910,,,,,,0.9556,111.45,8.2773,101.02,24.81,69.17564592,167.1
05/09/1999,87,21.03,2.561,,,,,,0.9423,109.9,8.2775,99.73,26,70.77847605,167.8
12/09/1999,88,23.44,2.801,,,,,,0.9652,108.82,8.2774,101.02,25.88,70.77847605,167.8
19/09/1999,90,22.80,2.608,,,,,,0.9592,107.18,8.2773,99.97,25.575,70.77847605,167.8
26/09/1999,90,23.90,2.630,,,,,,0.9583,103.92,8.2775,99.27,25.38,70.77847605,167.8
03/10/1999,90,23.67,2.793,,,,,,0.9327,105,8.2778,97.62,25.51,70.77826397,168.1
10/10/1999,91,20.70,2.692,,,,,,0.9404,107.42,8.278,98.78,25.795,70.77826397,168.1
17/10/1999,96,22.50,2.975,,,,,,0.9179,105.35,8.2775,96.72,25.955,70.77826397,168.1
24/10/1999,100,22.93,3.072,,,,,,0.9353,105.93,8.2773,98.31,25.775,70.77826397,168.1
31/10/1999,100,21.69,2.961,,,,,,0.9476,104.12,8.2778,98.93,26.105,70.77826397,168.1
07/11/1999,96,22.83,2.884,,,,,,0.9601,106.05,8.2779,100.15,26.275,70.07991468,168.4
14/11/1999,96,24.59,2.649,,,,,,0.9691,105.28,8.278,100.65,26.37,70.07991468,168.4
21/11/1999,96,25.07,2.434,,,,,,0.9702,106.35,8.2785,100.81,26.445,70.07991468,168.4
28/11/1999,91,25.36,2.120,,,,,,0.9836,101.78,8.2785,101.34,26.49,70.07991468,168.4
05/12/1999,91,24.95,2.331,,,,,,0.9976,102.71,8.2787,102.53,26.805,70.01176852,168.8
12/12/1999,92,24.46,2.446,,,,,,0.9873,102.21,8.2795,101.69,26.945,70.01176852,168.8
19/12/1999,95,25.52,2.655,,,,,,0.9919,103.07,8.2794,101.86,26.785,70.01176852,168.8
26/12/1999,97,25.21,2.399,,,,,,0.9871,102.91,8.2794,101,26.845,70.01176852,168.8
02/01/2000,101,25.08,2.329,,,,,,0.9926,102.26,8.2795,101.53,27.55,70.93648233,169.3
09/01/2000,,23.09,2.173,,,,,,0.9717,105.36,8.2794,100.5,27.44,70.93648233,169.3
16/01/2000,107,25.47,2.322,,,,,,0.9874,105.81,8.2797,101.45,28.595,70.93648233,169.3
23/01/2000,109,26.35,2.485,,,,,,0.9909,104.73,8.2795,101.51,28.53,70.93648233,169.3
30/01/2000,112,25.68,2.532,,,,,,1.0259,107.12,8.2781,104.34,28.625,70.93648233,169.3
06/02/2000,113,27.07,2.742,,,,,,1.017,107.2,8.2788,104.2,28.785,71.859508,170
13/02/2000,117,27.82,2.570,,,,,,1.0133,108.8,8.2788,104.12,28.875,71.859508,170
20/02/2000,123,26.22,2.633,,,,,,1.0137,110.96,8.2772,104.52,28.836,71.859508,170
27/02/2000,126,27.48,2.603,,,,,,1.0266,110.34,8.2786,105.29,28.71,71.859508,170
05/03/2000,130,28.99,2.825,,,,,,1.0415,107.76,8.2789,105.99,28.615,70.86145962,171
12/03/2000,132,28.94,2.774,,,,,,1.0383,106.27,8.2785,105.75,28.505,70.86145962,171
19/03/2000,132,26.56,2.785,,,,,,1.0284,106.72,8.2785,104.87,28.698,70.86145962,171
26/03/2000,134,25.91,2.836,,,,,,1.0232,106.88,8.2789,104.42,28.355,70.86145962,171
02/04/2000,134,24.77,2.945,,,,,,1.0459,102.8,8.2787,105.16,28.66,70.44410183,170.9
09/04/2000,134,22.58,2.971,,,,,,1.047,105.4,8.2795,105.75,28.665,70.44410183,170.9
16/04/2000,135,22.41,3.078,,,,,,1.0393,104.8,8.2794,105.46,28.53,70.44410183,170.9
23/04/2000,146,23.83,3.073,,,,,,1.0657,105.77,8.2785,107.27,28.575,70.44410183,170.9
30/04/2000,,23.89,3.141,,,,,,1.0959,108.2,8.2799,109.99,28.445,70.44410183,170.9
07/05/2000,152,25.29,3.025,,,,,,1.1151,108.56,8.2799,111.2,28.405,70.02296123,171.2
14/05/2000,154,28.05,3.354,,,,,,1.0873,108.38,8.2778,109.75,28.28,70.02296123,171.2
21/05/2000,154,28.59,3.825,,,,,,1.1149,107.02,8.2768,111.35,28.345,70.02296123,171.2
28/05/2000,155,29.22,4.406,,,,,,1.0737,107.15,8.2771,109,28.285,70.02296123,171.2
04/06/2000,149,29.05,4.043,,,,,,1.0566,108.05,8.2771,108.04,28.415,69.38736818,172.2
11/06/2000,150,29.58,4.160,,,,,,1.0491,106.9,8.2772,106.92,28.385,69.38736818,172.2
18/06/2000,149,28.35,4.488,,,,,,1.036,106.41,8.2768,105.9,28.305,69.38736818,172.2
25/06/2000,148,30.39,4.448,,,,,,1.0684,104.78,8.2769,107.72,28.165,69.38736818,172.2
02/07/2000,142,30.57,4.476,,,,,,1.0498,106,8.2782,106.58,28.075,68.97241154,172.7
09/07/2000,136,29.70,4.262,,,,,,1.0544,107.88,8.2793,107.34,27.998,68.97241154,172.7
16/07/2000,129,29.88,4.150,,,,,,1.0657,107.85,8.2796,108.18,27.855,68.97241154,172.7
23/07/2000,124,27.52,3.834,,,,,,1.0673,108.92,8.2795,108.22,27.64,68.97241154,172.7
30/07/2000,123,27.36,3.845,,,,,,1.083,109.52,8.2794,109.52,27.82,68.97241154,172.7
06/08/2000,125,29.37,4.296,,,,,,1.1013,108.62,8.2798,110.72,27.735,69.3831725,172.7
13/08/2000,125,30.57,4.475,,,,,,1.108,108.53,8.2796,111.06,27.706,69.3831725,172.7
20/08/2000,125,30.44,4.436,,,,,,1.1031,108.41,8.2797,110.93,27.74,69.3831725,172.7
27/08/2000,120,30.39,4.628,,,,,,1.1084,106.85,8.2799,111.24,27.721,69.3831725,172.7
03/09/2000,123,31.85,4.835,,,,,,1.1115,106,8.2787,111.33,27.767,70.77847605,173.6
10/09/2000,123,32.78,4.880,,,,,,1.1544,106.13,8.2794,114.37,27.881,70.77847605,173.6
17/09/2000,122,33.98,5.206,,,,,,1.1717,107.12,8.2771,115.97,27.742,70.77847605,173.6
24/09/2000,126,31.25,5.131,,,,,,1.1414,107.95,8.2787,113.34,27.839,70.77847605,173.6
01/10/2000,130,29.84,5.186,,,,,,1.1313,108.1,8.2798,113,27.782,70.77826397,173.9
08/10/2000,131,30.10,5.008,,,,,,1.1518,108.84,8.279,114.6,27.951,70.77826397,173.9
15/10/2000,140,32.52,5.537,,,,,,1.1685,107.83,8.2784,115.71,27.868,70.77826397,173.9
22/10/2000,151,31.62,4.937,,,,,,1.1873,108.85,8.2778,117.06,27.96,70.77826397,173.9
29/10/2000,154,30.95,4.541,,,,,,1.1911,108.66,8.2788,117.31,27.829,70.77826397,173.9
05/11/2000,164,30.85,4.931,,,,,,1.154,107.06,8.2768,114.87,27.854,70.9909536,174.2
12/11/2000,173,32.02,5.456,,,,,,1.1623,107.96,8.2772,115.75,27.828,70.9909536,174.2
19/11/2000,177,33.08,6.100,,,,,,1.1766,108.85,8.2769,117.26,27.824,70.9909536,174.2
26/11/2000,175,33.12,6.577,,,,,,1.1926,111.34,8.2779,117.8,27.894,70.9909536,174.2
03/12/2000,165,30.17,6.673,,,,,,1.1379,111.3,8.2775,114.74,27.872,71.06194479,174.6
10/12/2000,164,26.56,8.584,,,,,,1.1275,111.01,8.2769,113.97,27.979,71.06194479,174.6
17/12/2000,159,25.89,8.396,,,,,,1.1166,112.59,8.2768,112.9,27.971,71.06194479,174.6
24/12/2000,180,23.66,9.579,,,,,,1.0821,112.91,8.2777,110.61,28.004,71.06194479,174.6
31/12/2000,190,23.87,9.775,,,,,,1.0611,114.32,8.2774,109.28,28.541,71.06194479,174.6
07/01/2001,,25.18,9.261,,,,,,1.0441,116.59,8.2775,108.48,28.439,71.78772066,175.6
14/01/2001,205,25.75,8.472,,,,,,1.0508,118.47,8.2768,109.32,28.323,71.78772066,175.6
21/01/2001,218,27.04,7.459,,,,,,1.0709,117.15,8.2764,110.65,28.356,71.78772066,175.6
28/01/2001,216,26.98,7.256,,,,,,1.0821,117.32,8.2786,111.48,28.379,71.78772066,175.6
04/02/2001,213,29.19,6.743,,,,,,1.068,115.65,8.2774,110.3,28.459,71.859508,176
11/02/2001,206,29.25,6.210,,,,,,1.0814,117.57,8.2764,111.54,28.684,71.859508,176
18/02/2001,182,26.89,5.568,,,,,,1.0951,115.74,8.277,112.29,28.684,71.859508,176
25/02/2001,180,26.52,5.131,,,,,,1.0898,115.84,8.2774,112.07,28.779,71.859508,176
04/03/2001,169,26.00,5.270,,,,,,1.0698,119.09,8.2782,111.2,28.678,71.42835132,176.1
11/03/2001,167,26.33,5.072,,,,,,1.0715,119.54,8.2774,111.48,28.678,71.42835132,176.1
18/03/2001,164,25.05,5.035,,,,,,1.1141,122.97,8.2771,115.24,28.68,71.42835132,176.1
25/03/2001,153,25.38,5.273,,,,,,1.1234,122.68,8.2773,116.12,28.774,71.42835132,176.1
01/04/2001,138,24.74,5.025,,,,,,1.1393,126.25,8.2777,117.63,28.783,71.57120806,176.4
08/04/2001,125,25.17,5.388,,,,,,1.1059,123.78,8.2767,114.9,28.838,71.57120806,176.4
15/04/2001,103,27.37,5.381,,,,,,1.1258,124.22,8.2769,115.63,28.865,71.57120806,176.4
22/04/2001,,26.39,5.128,,,,,,1.1082,122.55,8.2775,114.48,28.894,71.57120806,176.4
29/04/2001,93,27.79,4.867,,,,,,1.1208,124.02,8.2773,115.81,28.956,71.57120806,176.4
06/05/2001,89,28.19,4.490,,,,,,1.1201,121.36,8.2774,115.09,28.977,71.21335142,177.3
13/05/2001,90,28.19,4.278,,,,,,1.1425,122.52,8.2771,116.98,28.98,71.21335142,177.3
20/05/2001,94,29.39,4.291,,,,,,1.1345,123.52,8.2768,116.46,29.096,71.21335142,177.3
27/05/2001,105,28.48,3.973,,,,,,1.1612,120.65,8.2771,118.26,29.089,71.21335142,177.3
03/06/2001,118,29.07,3.930,,,,,,1.1797,119.29,8.2777,118.99,29.17,70.35879178,177.7
10/06/2001,118,29.44,3.922,,,,,,1.1757,120.97,8.2767,119.27,29.156,70.35879178,177.7
17/06/2001,120,28.12,3.979,,,,,,1.1608,122.92,8.277,118.28,29.111,70.35879178,177.7
24/06/2001,113,26.59,3.742,,,,,,1.1665,124.47,8.2767,119.23,29.111,70.35879178,177.7
01/07/2001,113,26.08,3.096,,,,,,1.1764,124.72,8.2767,119.75,29.15,70.00699721,177.4
08/07/2001,113,26.81,3.218,,,,,,1.1799,125.88,8.2768,120.15,29.181,70.00699721,177.4
15/07/2001,110,24.97,3.250,,,,,,1.1696,124.96,8.2767,119.62,29.221,70.00699721,177.4
22/07/2001,102,24.64,2.955,,,,,,1.148,122.98,8.2768,117.42,29.281,70.00699721,177.4
29/07/2001,99,25.19,3.167,,,,,,1.1394,123.51,8.277,117.14,29.278,70.00699721,177.4
05/08/2001,94,25.69,2.971,,,,,,1.1307,123.68,8.2768,116.31,29.378,70.07700483,177.4
12/08/2001,85,25.98,3.040,,,,,,1.1194,122.02,8.2768,115.42,29.34,70.07700483,177.4
19/08/2001,82,24.73,3.303,,,,,,1.0892,120.26,8.2768,113.13,29.373,70.07700483,177.4
26/08/2001,90,25.95,2.706,,,,,,1.0928,120.04,8.2773,113.45,29.378,70.07700483,177.4
02/09/2001,93,26.41,2.380,,,,,,1.096,118.78,8.2769,113.54,29.425,70.70769764,178.1
09/09/2001,105,27.69,2.500,,,,,,1.102,120.05,8.2767,114.09,29.441,70.70769764,178.1
16/09/2001,114,29.43,2.552,,,,,,1.086,117.38,8.2766,114.64,29.473,70.70769764,178.1
23/09/2001,107,25.44,2.103,,,,,,1.093,116.6,8.2767,113.63,29.424,70.70769764,178.1
30/09/2001,106,23.26,2.244,,,,,,1.0969,119.56,8.2768,113.96,29.462,70.70769764,178.1
07/10/2001,114,21.63,2.227,,,,,,1.0888,120.53,8.2768,113.3,29.514,70.9198208,177.6
14/10/2001,115,21.73,2.430,,,,,,1.097,121.13,8.2765,114.28,29.53,70.9198208,177.6
21/10/2001,108,21.35,2.681,,,,,,1.1122,121.22,8.2768,115.18,29.557,70.9198208,177.6
28/10/2001,105,21.02,3.041,,,,,,1.1195,122.7,8.277,115.9,29.717,70.9198208,177.6
04/11/2001,87,19.77,3.248,,,,,,1.1082,121.7,8.2769,114.73,29.755,70.77798074,177.5
11/11/2001,88,21.38,2.925,,,,,,1.1182,120.39,8.2766,115.32,29.73,70.77798074,177.5
18/11/2001,84,17.75,2.637,,,,,,1.1308,122.93,8.2771,116.53,29.837,70.77798074,177.5
25/11/2001,83,19.28,2.813,,,,,,1.1389,124.29,8.2769,117.47,29.945,70.77798074,177.5
02/12/2001,82,19.14,2.701,,,,,,1.1155,123.41,8.2772,115.55,29.94,70.84875915,177.4
09/12/2001,83,19.03,2.568,,,,,,1.1243,125.54,8.2772,116.15,30.075,70.84875915,177.4
16/12/2001,82,18.38,2.846,,,,,,1.1075,127.36,8.2768,114.9,30.335,70.84875915,177.4
23/12/2001,79,19.36,2.895,,,,,,1.1259,129.51,8.2767,117.41,30.195,70.84875915,177.4
30/12/2001,79,20.30,2.774,,,,,,1.1316,131.11,8.2768,117.82,30.495,70.84875915,177.4
06/01/2002,,22.18,2.275,,,,,,1.1174,130.92,8.2768,116.75,30.535,71.06130505,177.7
13/01/2002,79,20.86,2.204,,,,,,1.1201,132.08,8.2768,117.02,30.482,71.06130505,177.7
20/01/2002,76,18.45,2.236,,,,,,1.1309,132.55,8.2767,117.86,30.585,71.06130505,177.7
27/01/2002,75,19.37,2.037,,,,,,1.1547,134.37,8.2765,120.18,30.617,71.06130505,177.7
03/02/2002,75,19.98,2.138,,,,,,1.1599,133.07,8.2766,119.98,30.74,71.84297963,178
10/02/2002,74,19.72,2.191,,,,,,1.1448,134.64,8.2767,119.2,30.752,71.84297963,178
17/02/2002,73,20.87,2.206,,,,,,1.1448,132.61,8.2768,118.77,30.877,71.84297963,178
24/02/2002,73,20.37,2.449,,,,,,1.1421,134.01,8.2765,118.63,30.953,71.84297963,178
03/03/2002,73,21.89,2.359,,,,,,1.1568,133.4,8.2766,119.49,31.027,70.90902123,178.5
10/03/2002,72,23.33,2.800,,,,,,1.1442,128.52,8.2771,118,31.027,70.90902123,178.5
17/03/2002,73,24.55,3.076,,,,,,1.1332,129.19,8.2775,117.22,31.102,70.90902123,178.5
24/03/2002,84,25.36,3.326,,,,,,1.1401,132.86,8.277,118.51,31.182,70.90902123,178.5
31/03/2002,92,25.92,3.283,,,,,,1.1471,132.78,8.2774,119.06,31.212,70.90902123,178.5
07/04/2002,94,25.99,3.275,,,,,,1.1375,131.69,8.277,118.06,31.21,70.69629356,179.3
14/04/2002,103,24.29,3.125,,,,,,1.1361,131.96,8.2772,118.02,31.22,70.69629356,179.3
21/04/2002,108,25.85,3.527,,,,,,1.1208,130.34,8.2775,116.59,31.183,70.69629356,179.3
28/04/2002,108,26.19,3.319,,,,,,1.109,127.83,8.2773,115.23,31.195,70.69629356,179.3
05/05/2002,108,25.75,3.745,,,,,,1.0901,127.02,8.2773,113.87,31.24,70.48420492,179.5
12/05/2002,105,26.38,3.749,,,,,,1.094,127.63,8.2771,114.18,31.24,70.48420492,179.5
19/05/2002,103,26.36,3.598,,,,,,1.0863,125.98,8.2768,113.18,31.285,70.48420492,179.5
26/05/2002,99,25.18,3.347,,,,,,1.0866,124.75,8.2771,112.89,31.31,70.48420492,179.5
02/06/2002,98,24.45,3.217,,,,,,1.0708,124.13,8.2765,111.91,31.337,69.84984697,179.6
09/06/2002,94,23.99,3.204,,,,,,1.0595,124.36,8.277,111.08,31.425,69.84984697,179.6
16/06/2002,93,24.99,3.342,,,,,,1.0568,124.11,8.277,110.8,31.431,69.84984697,179.6
23/06/2002,89,24.75,3.237,,,,,,1.0301,121.12,8.2771,108.7,31.512,69.84984697,179.6
30/06/2002,87,25.58,3.245,,,,,,1.0086,119.59,8.2771,106.55,31.52,69.84984697,179.6
07/07/2002,87,25.73,3.142,,,,,,1.0285,120.37,8.2766,108.12,31.537,69.3608984,180
14/07/2002,85,26.32,2.787,,,,,,1.009,116.88,8.2767,106.22,31.567,69.3608984,180
21/07/2002,90,26.43,2.933,,,,,,0.9885,115.89,8.2769,104.42,31.56,69.3608984,180
28/07/2002,90,25.03,2.936,,,,,,1.0139,118.8,8.2768,106.89,31.52,69.3608984,180
04/08/2002,93,25.31,2.858,,,,,,1.0133,118.81,8.2768,106.96,31.582,69.56898089,180.5
11/08/2002,92,25.34,2.761,,,,,,1.0311,120.15,8.2766,108.42,31.61,69.56898089,180.5
18/08/2002,92,27.00,3.149,,,,,,1.0158,117.61,8.2768,106.89,31.575,69.56898089,180.5
25/08/2002,95,26.99,3.487,,,,,,1.0282,119.64,8.2767,108.13,31.597,69.56898089,180.5
01/09/2002,99,27.47,3.296,,,,,,1.0183,118.47,8.2768,106.87,31.607,70.26467045,180.8
08/09/2002,108,28.29,3.265,,,,,,1.0192,118.53,8.277,106.94,31.642,70.26467045,180.8
15/09/2002,111,28.31,3.467,,,,,,1.0296,121.66,8.2768,108.06,31.66,70.26467045,180.8
22/09/2002,126,28.43,3.758,,,,,,1.0179,123.37,8.2769,108.1,31.666,70.26467045,180.8
29/09/2002,127,28.88,4.041,,,,,,1.0196,122.5,8.2772,107.95,31.703,70.26467045,180.8
06/10/2002,127,28.12,3.739,,,,,,1.0211,123.25,8.2773,108.02,31.7,70.40520002,181.2
13/10/2002,131,27.99,4.146,,,,,,1.0126,124.07,8.2769,107.6,31.685,70.40520002,181.2
20/10/2002,131,27.84,4.239,,,,,,1.0288,125.51,8.2767,108.87,31.707,70.40520002,181.2
27/10/2002,129,25.46,4.028,,,,,,1.0248,124.36,8.2772,108.17,31.756,70.40520002,181.2
03/11/2002,129,25.41,4.060,,,,,,1.003,122.16,8.2771,106.25,31.79,70.33479503,181.5
10/11/2002,128,23.58,3.903,,,,,,0.9872,119.78,8.277,104.68,31.814,70.33479503,181.5
17/11/2002,129,23.35,3.981,,,,,,0.9906,120.5,8.277,105.19,31.836,70.33479503,181.5
24/11/2002,129,25.21,4.260,,,,,,1.0029,122.84,8.2774,106.28,31.852,70.33479503,181.5
01/12/2002,129,25.16,4.200,,,,,,1.0053,122.55,8.2773,106.5,31.852,70.54579934,181.8
08/12/2002,124,25.46,4.383,,,,,,0.9901,123.52,8.2773,105.38,31.865,70.54579934,181.8
15/12/2002,122,27.21,5.284,,,,,,0.977,120.47,8.277,103.98,31.865,70.54579934,181.8
22/12/2002,123,28.34,5.183,,,,,,0.9738,120.41,8.2786,104,31.865,70.54579934,181.8
29/12/2002,124,30.16,4.988,,,,,,0.9581,119.91,8.2773,102.78,31.825,70.54579934,181.8
05/01/2003,,30.77,5.344,,,,,,0.9595,119.73,8.2784,102.86,31.875,71.32180288,182.6
12/01/2003,127,29.67,5.143,,,,,,0.9456,119.28,8.2767,101.56,31.84,71.32180288,182.6
19/01/2003,131,30.54,5.536,,,,,,0.9373,117.75,8.277,100.89,31.821,71.32180288,182.6
26/01/2003,130,30.49,5.524,,,,,,0.9237,117.81,8.2769,99.45,31.805,71.32180288,182.6
02/02/2003,135,31.10,5.605,,,,,,0.9284,119.88,8.2784,100.14,31.841,71.96369897,183.6
09/02/2003,145,32.34,6.043,,,,,,0.9239,120.32,8.2785,99.77,31.831,71.96369897,183.6
16/02/2003,157,32.50,5.851,,,,,,0.9266,120.31,8.2773,100.25,31.636,71.96369897,183.6
23/02/2003,162,32.27,6.606,,,,,,0.9288,118.72,8.2775,100.25,31.545,71.96369897,183.6
02/03/2003,171,32.79,8.101,,,,,,0.9262,118.13,8.2775,99.81,31.576,71.53191733,183.9
09/03/2003,201,34.10,6.993,,,,,,0.9083,117.08,8.2775,98.1,31.551,71.53191733,183.9
16/03/2003,210,31.38,5.429,,,,,,0.9307,118.25,8.2772,100.05,31.391,71.53191733,183.9
23/03/2003,221,24.35,5.128,,,,,,0.9494,121.46,8.2773,102.45,31.387,71.53191733,183.9
30/03/2003,190,26.35,5.146,,,,,,0.9274,119.8,8.2773,100.35,31.376,71.53191733,183.9
06/04/2003,190,24.68,4.943,,,,,,0.9319,119.98,8.277,100.88,31.276,71.38885345,183.2
13/04/2003,190,24.75,5.411,,,,,,0.9304,120.54,8.2772,100.56,31.277,71.38885345,183.2
20/04/2003,182,25.88,5.709,,,,,,0.9197,119.84,8.2771,99.56,31.186,71.38885345,183.2
27/04/2003,153,24.09,5.477,,,,,,0.9062,120.21,8.277,98.62,31.109,71.38885345,183.2
04/05/2003,146,23.52,5.255,,,,,,0.8906,119.04,8.2771,96.94,31.112,70.88913139,182.9
11/05/2003,143,25.10,5.806,,,,,,0.8705,117.39,8.2768,95.16,31.096,70.88913139,182.9
18/05/2003,143,26.10,6.122,,,,,,0.8627,116.1,8.277,94.18,30.886,70.88913139,182.9
25/05/2003,148,26.24,6.119,,,,,,0.8448,116.88,8.2768,93.13,30.715,70.88913139,182.9
01/06/2003,148,26.32,6.251,,,,,,0.8483,119.29,8.277,93.31,30.687,70.03846164,183.1
08/06/2003,148,27.78,6.510,,,,,,0.8547,118.66,8.277,93.56,30.557,70.03846164,183.1
15/06/2003,148,27.46,5.675,,,,,,0.843,117.41,8.277,92.25,30.505,70.03846164,183.1
22/06/2003,153,27.02,5.805,,,,,,0.8614,118.31,8.2772,94.45,30.315,70.03846164,183.1
29/06/2003,156,27.30,5.362,,,,,,0.8743,119.62,8.2774,95.49,30.378,70.03846164,183.1
06/07/2003,156,27.63,5.226,,,,,,0.8701,118.01,8.2776,94.75,30.305,69.68826925,183.7
13/07/2003,157,29.19,5.154,,,,,,0.8861,117.89,8.2773,96.13,30.422,69.68826925,183.7
20/07/2003,163,28.93,5.022,,,,,,0.8873,118.53,8.277,96.82,30.425,69.68826925,183.7
