Unnamed: 0,target
2016-09-10,46200.0
2016-09-11,187100.0
2016-09-12,80600.0
2016-09-13,73000.0
2016-09-14,173500.0
2016-09-15,73900.0
2016-09-16,123300.0
2016-09-17,74100.0
2016-09-18,30900.0
2016-09-19,167400.0
2016-09-20,1320000.0
2016-09-21,1336900.0
2016-09-22,235800.0
2016-09-23,378500.0
2016-09-24,147600.0
2016-09-25,118500.0
2016-09-26,165400.0
2016-09-27,156000.0
2016-09-28,136100.0
2016-09-29,417400.0
2016-09-30,4900.0
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,49700.0
2016-10-06,81600.0
2016-10-07,146200.0
2016-10-08,99700.0
2016-10-09,62700.0
2016-10-10,81200.0
2016-10-11,167600.0
2016-10-12,113100.0
2016-10-13,80100.0
2016-10-14,128800.0
2016-10-15,66100.0
2016-10-16,26300.0
2016-10-17,44000.0
2016-10-18,96900.0
2016-10-19,45800.0
2016-10-20,527600.0
2016-10-21,2014500.0
2016-10-22,424300.0
2016-10-23,98200.0
2016-10-24,476700.0
2016-10-25,492800.0
2016-10-26,258300.0
2016-10-27,238600.0
2016-10-28,441300.0
2016-10-29,121200.0
2016-10-30,157300.0
2016-10-31,202300.0
2016-11-01,201200.0
2016-11-02,189200.0
2016-11-03,112600.0
2016-11-04,85500.0
2016-11-05,140900.0
2016-11-06,129500.0
2016-11-07,102100.0
2016-11-08,166700.0
2016-11-09,111900.0
2016-11-10,57600.0
2016-11-11,120300.0
2016-11-12,27600.0
2016-11-13,14000.0
2016-11-14,42300.0
2016-11-15,215800.0
2016-11-16,146100.0
2016-11-17,89700.0
2016-11-18,1271700.0
2016-11-19,387700.0
2016-11-20,469200.0
2016-11-21,450400.0
2016-11-22,342100.0
2016-11-23,197400.0
2016-11-24,328200.0
2016-11-25,248100.0
2016-11-26,93100.0
2016-11-27,75800.0
2016-11-28,149600.0
2016-11-29,145400.0
2016-11-30,167200.0
2016-12-01,204400.0
2016-12-02,182700.0
2016-12-03,54500.0
2016-12-04,29100.0
2016-12-05,160100.0
2016-12-06,116300.0
2016-12-07,142500.0
2016-12-08,67300.0
2016-12-09,70900.0
2016-12-10,98000.0
2016-12-11,69900.0
2016-12-12,457400.0
2016-12-13,159800.0
2016-12-14,148300.0
2016-12-15,89800.0
2016-12-16,322100.0
2016-12-17,57500.0
2016-12-18,94700.0
2016-12-19,279800.0
2016-12-20,232300.0
2016-12-21,1481500.0
2016-12-22,1303100.0
2016-12-23,746500.0
2016-12-24,328100.0
2016-12-25,313500.0
2016-12-26,292400.0
2016-12-27,446100.0
2016-12-28,165200.0
2016-12-29,341300.0
2016-12-30,299200.0
2016-12-31,99800.0
2017-01-01,223900.0
2017-01-02,101000.0
2017-01-03,161500.0
2017-01-04,129400.0
2017-01-05,147800.0
2017-01-06,105000.0
2017-01-07,94700.0
2017-01-08,73300.0
2017-01-09,112200.0
2017-01-10,110100.0
2017-01-11,146100.0
2017-01-12,63700.0
2017-01-13,189300.0
2017-01-14,34300.0
2017-01-15,46400.0
2017-01-16,233200.0
2017-01-17,29900.0
2017-01-18,71100.0
2017-01-19,72600.0
2017-01-20,1372600.0
2017-01-21,451200.0
2017-01-22,169400.0
2017-01-23,552100.0
2017-01-24,465700.0
2017-01-25,311000.0
2017-01-26,182300.0
2017-01-27,190100.0
