Год;Квартал;Месяц;brent;gas;eur_usd;cny_usd;inr_usd;jpy_usd;gbr_usd;chf_usd;brl_usd;idr_usd;ff_rate
2017;1;2;55,49;6,051583645;1,064085;0,145503095;0,015268499;0,885004716;1,248875;0,998325;0,32231;7,49746E-05;0,66
2017;1;3;51,97;5,000945077;1,068747826;0,145004778;0,015262309;0,885783138;1,234743478;0,997752174;0,319886957;7,49457E-05;0,79
2017;2;4;52,98;5,010913918;1,071655;0,14513452;0,015416716;0,908810163;1,264385;0,999075;0,318655;7,51803E-05;0,9
2017;2;5;50,87;5,058435978;1,105686957;0,145245795;0,015397987;0,891003337;1,292213043;1,014113043;0,312065217;7,5063E-05;0,91
2017;2;6;46,89;4,886766786;1,123795455;0,146872056;0,015288182;0,901246559;1,281213636;1,033304545;0,303422727;7,51501E-05;1,04
2017;3;7;48,69;5,003920832;1,153214286;0,147659576;0,015394772;0,889896753;1,299890476;1,041509524;0,312585714;7,49269E-05;1,15
2017;3;8;51,37;5,476601182;1,181830435;0,149949635;0,015410555;0,910432175;1,2957;1,035943478;0,317221739;7,49457E-05;1,16
2017;3;9;55,16;5,961149972;1,190633333;0,152212829;0,015254241;0,902637296;1,331552381;1,038957143;0,319138095;7,51487E-05;1,15
2017;4;10;57,62;6,176320349;1,175481818;0,150905978;0,015261197;0,885482886;1,32015;1,018236364;0,313181818;7,39224E-05;1,15
2017;4;11;62,57;6,69459904;1,174418182;0,151017696;0,015407728;0,886417322;1,323077273;1,008768182;0,306663636;7,39234E-05;1,16
2017;4;12;64,21;7,138933614;1,183647619;0,151703675;0,015403958;0,885533125;1,340342857;1,01317619;0,303347619;7,37519E-05;1,3
2018;1;1;68,99;6,662255013;1,219191304;0,155537011;0,014814674;0,901248282;1,381434783;1,040586957;0,311347826;7,4699E-05;1,41
2018;1;2;65,42;6,718749767;1,234335;0,158134492;0,014852629;0,92719329;1,39638;1,069925;0,307845;7,35254E-05;1,42
2018;1;3;66,45;6,69738764;1,233595455;0,158218907;0,014647521;0,942590909;1,397627273;1,054659091;0,304954545;7,26757E-05;1,51
2018;2;4;71,63;6,927858202;1,227361905;0,158763203;0,014663696;0,929254762;1,40702381;1,032461905;0,293366667;7,2419E-05;1,69
2018;2;5;76,65;7,487354057;1,181256522;0,156906167;0,014693716;0,911536957;1,34616087;1,002808696;0,275504348;7,12435E-05;1,7
2018;2;6;75,19;7,448942844;1,167238095;0,154619967;0,01468009;0,907978571;1,328566667;1,009980952;0,264333333;7,13999E-05;1,82
2018;3;7;74,44;7,59883923;1,168613636;0,148904269;0,014639002;0,897081818;1,316995455;1,005563636;0,261581818;6,94038E-05;1,91
2018;3;8;73,13;8,084909938;1,154743478;0,146030021;0,014781623;0,900558696;1,287856522;1,012243478;0,254752174;6,86651E-05;1,91
2018;3;9;78,86;9,521577031;1,166085;0,145867279;0,014799401;0,89238;1,305775;1,032645;0,24341;6,72587E-05;1,95
2018;4;10;80,47;8,79096073;1,148091304;0,144489317;0,014512823;0,886504348;1,30086087;1,005921739;0,265808696;6,58969E-05;2,19
2018;4;11;65,17;8,265079013;1,136236364;0,144110598;0,01454312;0,882027273;1,289740909;0,999154545;0,264068182;6,82356E-05;2,2
2018;4;12;56,46;7,97624238;1,137438095;0,145241557;0,014648365;0,891571429;1,266152381;1,008109524;0,257171429;6,89738E-05;2,27
2019;1;1;59,27;7,262343233;1,142169565;0,14723224;0,014215588;0,917408696;1,28986087;1,010921739;0,267352174;7,06003E-05;2,4
2019;1;2;64,13;6,005797122;1,1348;0,148379606;0,014253968;0,905225;1,30111;0,997975;0,268565;7,12821E-05;2,4
2019;1;3;66,41;5,178735674;1,129961905;0,14891792;0,014250367;0,899719048;1,317631044;0,999829209;0,260457143;7,03815E-05;2,41
2019;2;4;71,2;4,92218082;1,123140909;0,148863636;0,014215962;0,895231818;1,30327355;0,991703428;0,256559091;7,07325E-05;2,42
2019;2;5;70,53;4,341055294;1,118256522;0,145852174;0,014222656;0,909182609;1,284307371;0,989644445;0,250273913;6,95127E-05;2,39
2019;2;6;63,3;3,588006512;1,129395;0,14491;0,014142916;0,925215;1,267796518;1,012454401;0,25914;7,02404E-05;2,38
2019;3;7;64;3,620371406;1,121156522;0,14536087;0,014253128;0,923673913;1,246587867;1,012331;0,264382609;7,11574E-05;2,4
2019;3;8;59,25;3,67677516;1,112127273;0,141527273;0,014187007;0,941268182;1,215432566;1,021656963;0,24835;7,01998E-05;2,13
2019;3;9;62,33;4,205255685;1,100604762;0,140466667;0,014221371;0,930038095;1,235742693;1,009523807;0,242585714;7,09085E-05;2,04
2019;4;10;59,37;5,057217858;1,10553913;0,140908696;0,014238051;0,924365217;1,266147673;1,007088469;0,244717391;7,09158E-05;1,83
2019;4;11;62,74;5,150004217;1,10457619;0,1424;0,014208322;0,918042857;1,288596238;1,006988406;0,240404762;7,11546E-05;1,55
2019;4;12;65,85;4,620472212;1,111195455;0,142568182;0,014241736;0,916422727;1,310016277;1,018294801;0,24355;7,15137E-05;1,55
2020;1;1;63,6;3,633384347;1,110226087;0,144417391;0,013498;0,914995652;1,308642255;1,031667773;0,241156522;7,29152E-05;1,55
2020;1;2;55;2,907773641;1,09036;0,142895;0,013557273;0,9087;1,295683948;1,024323932;0,22988;7,27675E-05;1,58
2020;1;3;32,98;2,718868382;1,106122727;0,142368182;0,0135;0,928881818;1,236186495;1,044213942;0,204659091;6,98477E-05;0,65
2020;2;4;23,34;2,120318667;1,087018182;0,141354545;0,013526667;0,927572727;1,242100808;1,03079762;0,188186364;6,98185E-05;0,05
2020;2;5;31,02;1,575164978;1,090452381;0,140728571;0,013512;0,93247619;1,229687944;1,031714509;0,177809524;6,98185E-05;0,05
2020;2;6;39,93;1,752171112;1,125595455;0,141154545;0,013530909;0,929290909;1,252921187;1,050803459;0,192809091;7,04158E-05;0,08
2020;3;7;42,81;1,801035496;1,147121739;0,142682609;0,013505;0,936934783;1,268726553;1,071598657;0,189304348;6,89319E-05;0,09
2020;3;8;44,26;2,861896677;1,182809524;0,144319048;0,013477;0,942885714;1,313839317;1,098824794;0,183180952;6,8163E-05;0,1
2020;3;9;41,09;3,952139463;1,178531818;0,146745455;0,013535455;0,946813636;1,295800098;1,093025206;0,185071429;6,75387E-05;0,09
2020;4;10;40,47;4,889590408;1,176522727;0,148622727;0,013503636;0,950386364;1,298040454;1,095913346;0,177504762;6,80216E-05;0,09
2020;4;11;43,23;4,835839005;1,183533333;0,151385714;0,013516667;0,957557143;1,321937387;1,097897434;0,184128571;7,03038E-05;0,09
2020;4;12;49,87;5,856106296;1,217134783;0,15286087;0,013486;0,9636;1,345411375;1,125988215;0,194318182;7,08689E-05;0,09
2021;1;1;54,55;7,268301749;1,217204762;0,15447619;0,013553636;0,963966667;1,364584327;1,127680645;0,186833333;7,12235E-05;0,09
2021;1;2;61,96;6,158507167;1,209275;0,15473;0,013548;0,94897;1,386940596;1,114217728;0,184742105;7,09796E-05;0,08
2021;1;3;65,19;6,127069579;1,18983913;0,153547826;0,013573;0,919708696;1,386311121;1,075764229;0,177134783;6,93948E-05;0,07
2021;2;4;64,77;7,146816288;1,196940909;0,153354545;0,013569;0,917077273;1,384441274;1,085223961;0,179681818;6,86004E-05;0,07
2021;2;5;68,04;8,908756924;1,214652381;0,155514286;0,013553636;0,916042857;1,409033972;1,108148969;0,188766667;6,97223E-05;0,06
2021;2;6;73,07;10,30105101;1,203813636;0,1556;0,013528889;0,90775;1,402201086;1,10132124;0,19895;6,95062E-05;0,08
2021;3;7;74,39;12,50994243;1,182295455;0,154395455;0,013539091;0,907022727;1,381476543;1,090320586;0,19382381;6,87454E-05;0,1
2021;3;8;70,02;15,42647594;1,176545455;0,154372727;0,013510909;0,910281818;1,379864189;1,093552178;0,190418182;6,93848E-05;0,09
2021;3;9;74,6;22,84059608;1,176363636;0,154827273;0,013535;0,907631818;1,37310853;1,083736492;0,189522727;6,99723E-05;0,08
2021;4;10;83,65;31,05246637;1,159766667;0,155738095;0,01354;0,883609524;1,369396464;1,083669737;0,180538095;7,03777E-05;0,08
2021;4;11;80,77;27,62343201;1,140704545;0,156481818;0,013543;0,876686364;1,345341632;1,084766187;0,179940909;6,98527E-05;0,08
2021;4;12;74,31;38,02711984;1,130504348;0,15696087;0,013501818;0,877613043;1,332095121;1,086752303;0,176865217;0,00006971;0,08
2022;1;1;85,53;28,26067332;1,131619048;0,157319048;0,0128;0,87052381;1,35581578;1,08819416;0,180990476;6,96723E-05;0,08
2022;1;2;95,76;27,22971591;1,13423;0,15762;0,01279;0,867765;1,354007421;1,084305758;0,192625;6,96275E-05;0,08
2022;1;3;115,59;42,3929708;1,101421739;0,157569565;0,01288;0,84286087;1,316721493;1,076138644;0,201291304;6,96707E-05;0,2
2022;2;4;105,78;32,20418723;1,079919048;0,155466667;0,01281;0,79117619;1,293515377;1,057841025;0,210847619;6,94352E-05;0,33
2022;2;5;112,37;29,17072267;1,058059091;0,149272727;0,012752222;0,776454545;1,245421478;1,021528272;0,202090909;6,85222E-05;0,77
2022;2;6;120,08;33,55773104;1,05615;0,149309091;0,012778182;0,745536364;1,231984576;1,031212122;0,197872727;6,79823E-05;1,21
2022;3;7;108,92;51,33003047;1,01812381;0,148466667;0,012735455;0,73177619;1,200068429;1,032007635;0,186285714;6,67062E-05;1,68
2022;3;8;98,6;70,0436398;1,012152174;0,147026087;0,012758;0,738826087;1,197902691;1,044475273;0,194369565;6,74052E-05;2,33
2022;3;9;90,16;59,10262225;0,989704545;0,142513636;0,012735;0,698240909;1,132412168;1,027559079;0,190981818;6,66415E-05;2,56
2022;4;10;93,13;39,02204994;0,984019048;0,13902381;0,012852;0,679657143;1,131047928;1,004659683;0,190338095;6,47642E-05;3,08
2022;4;11;91,07;35,72328224;1,021013636;0,139381818;0,012754545;0,704290909;1,175658266;1,038308219;0,189590909;6,38373E-05;3,78
2022;4;12;80,9;36,04426004;1,058845455;0,143386364;0,01271;0,7414;1,217090288;1,073125388;0,190538095;6,42115E-05;4,1
2023;1;1;83,09;20,18397092;1,077590909;0,147209091;0,012093;0,767022727;1,22385937;1,082349055;0,192581818;6,55844E-05;4,33
2023;1;2;82,71;16,53713728;1,07012;0,146165;0,012122;0,751285;1,208134423;1,080473881;0,193135;6,59533E-05;4,57
2023;1;3;78,53;13,81207686;1,07106087;0,14503913;0,01212;0,748226087;1,214527071;1,080700388;0,192173913;6,53989E-05;4,65
2023;2;4;84,11;13,52052962;1,09637;0,145155;0,01211;0,749125;1,245176668;1,113579803;0,19937;6,72348E-05;4,83
2023;2;5;75,7;10,108756;1,086113043;0,143078261;0,012118182;0,728717391;1,248080491;1,114409066;0,200782609;6,73748E-05;5,06
2023;2;6;74,89;10,35062474;1,084395455;0,139595455;0,012093636;0,707077273;1,263834286;1,111168207;0,206236364;6,69104E-05;5,08
2023;3;7;80,1;9,54528399;1,105547619;0,1391;0,012101;0,70917619;1,288881329;1,145329722;0,208195238;6,64108E-05;5,12
